time,car_acceleration,car_velocity,car_position,front_right_vertical_load,front_right_x_friction,front_right_y_friction,front_right_rolling_resistance,front_left_vertical_load,front_left_x_friction,front_left_y_friction,front_left_rolling_resistance,rear_right_vertical_load,rear_right_x_friction,rear_right_y_friction,rear_right_rolling_resistance,rear_left_vertical_load,rear_left_x_friction,rear_left_y_friction,rear_left_rolling_resistance,cnt_grav_inertial_z,cnt_grav_inertial_x,cnt_grav_inertial_y
365,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.314953734577875), np.float64(0.0), 0)","(np.float64(7.94225174011476), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
370,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.375201303708946), np.float64(0.0), 0)","(np.float64(8.162517994528484), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
375,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.435448872840016), np.float64(0.0), 0)","(np.float64(8.385796627398761), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
380,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.495696441971087), np.float64(0.0), 0)","(np.float64(8.612087638725592), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
385,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.555944011102158), np.float64(0.0), 0)","(np.float64(8.841391028508976), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
390,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.616191580233228), np.float64(0.0), 0)","(np.float64(9.073706796748914), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
395,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.676439149364299), np.float64(0.0), 0)","(np.float64(9.309034943445406), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
400,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.73668671849537), np.float64(0.0), 0)","(np.float64(9.547375468598451), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
405,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.79693428762644), np.float64(0.0), 0)","(np.float64(9.78872837220805), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
410,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.857181856757511), np.float64(0.0), 0)","(np.float64(10.033093654274202), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
415,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.917429425888582), np.float64(0.0), 0)","(np.float64(10.280471314796907), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
420,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(4.977676995019652), np.float64(0.0), 0)","(np.float64(10.530861353776166), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
425,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.037924564150723), np.float64(0.0), 0)","(np.float64(10.784263771211979), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
430,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.0981721332817935), np.float64(0.0), 0)","(np.float64(11.040678567104345), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
435,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.158419702412864), np.float64(0.0), 0)","(np.float64(11.300105741453265), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
440,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.218667271543935), np.float64(0.0), 0)","(np.float64(11.562545294258738), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
445,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.2789148406750055), np.float64(0.0), 0)","(np.float64(11.827997225520765), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
450,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.339162409806076), np.float64(0.0), 0)","(np.float64(12.096461535239346), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
455,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.399409978937147), np.float64(0.0), 0)","(np.float64(12.36793822341448), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
460,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.4596575480682175), np.float64(0.0), 0)","(np.float64(12.642427290046168), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
465,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.519905117199288), np.float64(0.0), 0)","(np.float64(12.919928735134409), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
470,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.580152686330359), np.float64(0.0), 0)","(np.float64(13.200442558679203), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
475,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.640400255461429), np.float64(0.0), 0)","(np.float64(13.48396876068055), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
480,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.7006478245925), np.float64(0.0), 0)","(np.float64(13.770507341138453), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
485,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.760895393723571), np.float64(0.0), 0)","(np.float64(14.060058300052908), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
490,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.821142962854641), np.float64(0.0), 0)","(np.float64(14.352621637423917), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
495,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.881390531985712), np.float64(0.0), 0)","(np.float64(14.64819735325148), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
500,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(5.941638101116783), np.float64(0.0), 0)","(np.float64(14.946785447535595), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
505,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.001885670247853), np.float64(0.0), 0)","(np.float64(15.248385920276263), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
510,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.062133239378924), np.float64(0.0), 0)","(np.float64(15.552998771473487), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
515,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.122380808509995), np.float64(0.0), 0)","(np.float64(15.860624001127263), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
520,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.182628377641065), np.float64(0.0), 0)","(np.float64(16.171261609237593), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
525,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.242875946772136), np.float64(0.0), 0)","(np.float64(16.484911595804476), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
530,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.303123515903207), np.float64(0.0), 0)","(np.float64(16.801573960827913), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
535,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.363371085034277), np.float64(0.0), 0)","(np.float64(17.121248704307902), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
540,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.423618654165348), np.float64(0.0), 0)","(np.float64(17.443935826244445), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
545,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.483866223296419), np.float64(0.0), 0)","(np.float64(17.76963532663754), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
550,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.544113792427489), np.float64(0.0), 0)","(np.float64(18.098347205487194), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
555,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.60436136155856), np.float64(0.0), 0)","(np.float64(18.4300714627934), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
560,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.664608930689631), np.float64(0.0), 0)","(np.float64(18.76480809855616), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
565,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.724856499820701), np.float64(0.0), 0)","(np.float64(19.10255711277547), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
570,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.785104068951772), np.float64(0.0), 0)","(np.float64(19.443318505451337), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
575,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.8453516380828425), np.float64(0.0), 0)","(np.float64(19.787092276583756), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
580,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.905599207213913), np.float64(0.0), 0)","(np.float64(20.13387842617273), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
585,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(6.965846776344984), np.float64(0.0), 0)","(np.float64(20.483676954218254), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
590,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.0260943454760545), np.float64(0.0), 0)","(np.float64(20.836487860720332), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
595,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.086341914607125), np.float64(0.0), 0)","(np.float64(21.192311145678964), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
600,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.146589483738196), np.float64(0.0), 0)","(np.float64(21.55114680909415), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
605,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.2068370528692665), np.float64(0.0), 0)","(np.float64(21.912994850965887), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
610,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.267084622000337), np.float64(0.0), 0)","(np.float64(22.277855271294182), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
615,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.327332191131408), np.float64(0.0), 0)","(np.float64(22.64572807007903), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
620,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.387579760262478), np.float64(0.0), 0)","(np.float64(23.016613247320432), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
625,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.447827329393549), np.float64(0.0), 0)","(np.float64(23.390510803018387), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
630,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.50807489852462), np.float64(0.0), 0)","(np.float64(23.767420737172895), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
635,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.56832246765569), np.float64(0.0), 0)","(np.float64(24.147343049783956), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
640,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.628570036786761), np.float64(0.0), 0)","(np.float64(24.53027774085157), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
645,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.688817605917832), np.float64(0.0), 0)","(np.float64(24.916224810375738), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
650,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.749065175048902), np.float64(0.0), 0)","(np.float64(25.30518425835646), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
655,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.809312744179973), np.float64(0.0), 0)","(np.float64(25.697156084793733), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
660,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.869560313311044), np.float64(0.0), 0)","(np.float64(26.09214028968756), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
665,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.929807882442114), np.float64(0.0), 0)","(np.float64(26.490136873037944), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
670,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(7.990055451573185), np.float64(0.0), 0)","(np.float64(26.89114583484488), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
675,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.050303020704256), np.float64(0.0), 0)","(np.float64(27.29516717510837), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
680,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.110550589835325), np.float64(0.0), 0)","(np.float64(27.702200893828415), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
685,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.170798158966395), np.float64(0.0), 0)","(np.float64(28.112246991005012), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
690,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.231045728097465), np.float64(0.0), 0)","(np.float64(28.525305466638162), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
695,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.291293297228535), np.float64(0.0), 0)","(np.float64(28.941376320727866), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
700,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.351540866359604), np.float64(0.0), 0)","(np.float64(29.360459553274122), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
705,"(np.float64(1.2049513826214069), np.float64(0.0), np.float64(9.81))","(np.float64(8.411788435490674), np.float64(0.0), 0)","(np.float64(29.782555164276932), np.float64(0.0), 0)",484.5647282965188,0.0,0.0,-100.0,484.5647282965188,0.0,0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,741.6852717034811,350.6189228276759,-0.0,-100.0,0.0,0.0,0.0
