speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
22.5745793669919,77.8406367651948,1153.82099999992,15.2884468539583,0,1,12.375,3650.37698638372,47.5382289742528,24.3694241388666,-2.48938991510297,13.6097567069117,0,2.2030027011882,0,2.572,1,22.5745793669919,1.56,1.6,-229.621152683249,28.1064924900587,12.162209850999,-97.499739674957,-166.947648533117,0,2511.6174100849,
22.544117436675,77.8746041755077,1154.03399999992,15.2472145121307,-0.249110757408341,1,12.375,3645.4512011639,47.4569440853455,24.2949275843931,-2.48267612809097,13.5730517266026,100,99.530831802973,0,2.572,1,22.5745793669919,1.6,1.56,-224.712354201075,17.3974403621283,-33.0154493989865,-97.6266701770047,-166.78563623763,0,2511.62412387191,
22.5745793669919,77.9085715858207,1154.24699999992,15.2884468539583,0,1,12.375,3650.37698638372,47.5382289742528,24.3694241388666,-2.48938991510297,13.6097567069117,0,2.2030027011882,0,2.572,1,22.5745793669919,1.56,1.6,-217.372044481963,17.8046244095579,1.25532718987571,-97.7673294561016,-166.634724529346,0,2511.6174100849,
23.5028416471406,77.9425389961336,1154.45999999992,0,7.59111839846772,1,12.375,3800.47977278326,50.015212393679,26.6934737093316,-2.69832552191951,14.7520296625994,18.1890196068191,100,0,0,1,0,1.56,1.6,-217.37204362819,5.93487619957942,-36.5938149075935,-97.9266728553825,-166.502559368872,0,2511.40847447808,
24.3938433231408,77.9751648382131,1154.67299999992,0,7.58602536456338,1,12.375,3944.55740807494,52.3927692817817,29.0224576431919,-2.90679264313404,15.8917413581867,22.2471443554836,100,0,0,1,0,1.56,1.6,-217.37204362819,0.817537020730104,-16.4252160715702,-98.0860162546635,-166.370394208398,0,2511.20000735687,
25.2517255078866,78.0065989992775,1154.88599999992,0,7.58094375050792,1,12.375,4083.27952259652,53.2557937149694,30.537995252715,-3.11483977472088,17.0291569262701,25.7816901311001,100,0,0,1,0,1.56,1.6,-217.37204362819,2.64937162033218,6.10257325770138,-98.2453596539444,-166.238229047925,0,2510.99196022528,
26.0799082855303,78.036965240973,1155.09899999992,0,7.57587237415892,1,12.375,4217.19915418224,53.1723595935663,31.4901402329466,-3.32250552447757,18.1644874397425,26.9904669384268,100,0,0,1,0,1.56,1.6,-218.006503457047,2.17044543500219,-1.65160487593828,-98.4047030532254,-166.106063887451,0,2510.78429447552,
26.8812558275807,78.0663671848604,1155.31199999992,5.57340269808622,7.5708102944091,1,12.375,4346.77944792952,53.0916289506281,32.4084459540821,-3.52982114401647,19.2979037544585,26.8819533544239,99.4037410432522,0,10.004,1,44.4580712776628,1.6,1.56,-216.748586359781,5.61223219788165,12.2584774790057,-98.5629721666639,-165.971803941376,0,2510.57697885598,
27.6027653858895,78.0948926378719,1155.52499999992,5.87660504431299,7.0259820824434,1,12.375,4463.4497009734,53.0189414742565,33.2327475578077,-3.72184926590225,20.3477417102945,31.820088044283,99.3704416424294,0,10.004,1,44.4580712776628,1.6,1.56,-215.491601463611,6.89206926560164,4.69840826964703,-98.7242659104672,-165.840957254652,0,2510.3849507341,
28.2986589600763,78.1226724631641,1155.73799999992,6.17665047359687,6.95842283292221,1,12.375,4575.97777278758,53.1874761045848,34.1788809473098,-3.91187800737744,21.3866488429648,32.3205197261917,99.340394624033,0,10.004,1,44.4580712776628,1.6,1.56,-214.235563334153,7.44154674901197,2.07132863152933,-98.8885107221692,-165.713587625086,0,2510.19492199262,
28.9705403053804,78.1497691535437,1155.95099999992,6.47343073253468,6.88769382585559,1,12.375,4684.62299538981,53.4610362421015,35.1703401942087,-4.09983880796432,22.4142503251207,33.1569564768744,99.3122387933252,0,10.004,1,44.4580712776628,1.6,1.56,-212.980485967402,7.74293796146018,1.16477745143805,-99.0556316939894,-165.58975726539,0,2510.00696119204,
29.6198019982581,78.1762374206839,1156.16399999992,6.76683547580981,6.81383746386671,1,12.375,4789.61055255719,53.7253866653262,36.1363515508257,-4.28566178230688,23.4301640861646,34.1472168257551,99.2846038303326,0,10.004,1,44.4580712776628,1.6,1.56,-211.726382785852,7.95726557569703,0.84797146557956,-99.2255526069807,-165.469526774812,0,2509.82113821769,
30.2476614019788,78.2021255073108,1156.37699999992,7.05675307260397,6.73689764857936,1,12.375,4891.13729557051,53.9810230303234,37.0779330087063,-4.4692762308982,24.43400360445,35.1451631371207,99.2574865019977,0,10.004,1,44.4580712776628,1.6,1.56,-210.473266635096,8.13843593332649,0.732851205243068,-99.3981959657762,-165.352955111515,0,2509.6375237691,
30.8551891615149,78.2274762274808,1156.58999999992,7.34307124521229,6.65691979755317,1,12.375,4989.37635092329,54.2283812560063,37.9959629666121,-4.65061104453656,25.4253801184861,36.1513759907539,99.2308843578001,0,10.004,1,44.4580712776628,1.6,1.56,-209.221149780923,8.30462256523476,0.686490296167409,-99.5734830339169,-165.240099565699,0,2509.45618895546,
31.4433320431131,78.2523278009385,1156.80299999992,7.62567758370003,6.57395085844202,1,12.375,5084.48081354867,53.9862297428561,38.5473176061483,-4.82959503027469,26.403904408936,37.1663130219203,99.1977014938593,0,10.004,1,44.4580712776628,1.6,1.56,-207.970043907056,8.46206502506092,0.663432271862632,-99.751333869746,-165.131015733482,0,2509.27720496973,
32.0129314341973,78.2767145293854,1157.01599999992,7.90445996763808,6.48803932121058,1,12.375,5176.58673830898,53.6930581133024,39.0324836346377,-5.00615717851884,27.369188258876,37.6389168741618,99.1638299515796,0,10.004,1,44.4580712776628,1.6,1.56,-206.71996011321,8.61300532878683,0.648157118668212,-99.9316673628516,-165.025757491556,0,2509.10064282148,
32.564738471976,78.3006673498754,1157.22899999992,8.17930691726546,6.39923522913326,1,12.375,5265.81558633692,53.4090441712283,39.4952622740108,-5.18022688543169,28.3208456696956,38.0841747954538,99.1301542578578,0,10.004,1,44.4580712776628,1.6,1.56,-205.4709089138,8.75833628346539,0.635374944326028,-100.114401271044,-164.924376972628,0,2508.92657311457,
33.0994265236097,78.3242142916283,1157.44199999992,8.4501078904228,6.30759018922067,1,12.375,5352.27624311584,53.1338413359479,39.9368940014758,-5.35173414099017,29.2584938892292,38.5717389264696,99.0967008899551,0,10.004,1,44.4580712776628,1.6,1.56,-204.222900236988,8.89848660865249,0.623287214429383,-100.299452257845,-164.82692454165,0,2508.75506585901,
33.6176015644815,78.3473808561443,1157.65499999992,8.71675353738313,6.21315738266793,1,12.375,5436.0666966772,52.8671377131837,40.3585101028635,-5.52060969037829,30.1817542941076,39.1011557550402,99.0634962694757,0,10.004,1,44.4580712776628,1.6,1.56,-202.97594342436,9.03371792070886,0.611285711927906,-100.486735930484,-164.733448772863,0,2508.58619030962,
34.1198108726926,78.3701903358309,1157.86799999992,8.97913592270123,6.11599157589027,1,12.375,5517.2754435264,52.6321027392048,40.7793161011678,-5.68678517449167,31.0902531579117,39.6719582073375,99.0309986824936,0,10.004,1,44.4580712776628,1.6,1.56,-201.730047230878,9.16422535338694,0.599167827546917,-100.676166878364,-164.643996427653,0,2508.42001482551,
34.6065503631255,78.3926640829118,1158.08099999992,9.23714872103277,6.01614913270251,1,12.375,5595.98267458288,52.4884226495576,41.2481460884756,-5.85019325395635,31.9836223291956,40.3102691818338,99.0004259863959,0,10.004,1,44.4580712776628,1.6,1.56,-200.48521982546,9.2901724643969,0.586869229040077,-100.867658712004,-164.558612433228,0,2508.25660674604,
35.0782708136418,78.4148217378053,1158.29399999992,9.49068739228995,5.91368802820771,1,12.375,5672.26128197473,52.3491760136245,41.699478970731,-6.01076772006065,32.8614998379631,41.082378273575,98.9702581547052,0,10.004,1,44.4580712776628,1.6,1.56,-199.241468791822,9.41170402977578,0.57437286693768,-101.061124102416,-164.477339862145,0,2508.09603227994,
35.5353831825246,78.4366814242212,1158.50699999992,9.73964934033216,5.80866786498556,1,12.375,5746.17771888522,52.2142415210862,42.1339890727809,-6.16844359525923,33.7235304451344,41.8884698813005,98.9405148099959,0,10.004,1,44.4580712776628,1.6,1.56,-197.998801129943,9.52895129363054,0.561677991426352,-101.256474820923,-164.400219912668,0,2507.93835640474,
35.9782631755056,78.4582599167356,1158.71999999992,9.98393405852123,5.70114989221295,1,12.375,5817.7927380546,52.083508267785,42.5522987076895,-6.32315722535813,34.5693661465303,42.7279087247322,98.9112152812477,0,10.004,1,44.4580712776628,1.6,1.56,-196.757223257687,9.64203456400205,0.548789604905868,-101.453621779372,-164.327291889992,0,2507.78364277464,
36.4072551893138,78.4795727854603,1158.93299999992,10.2234432648223,5.59119702840786,1,12.375,5887.16202946375,51.9568745916329,42.9549836745118,-6.47484636507852,35.3986666406596,43.6000390336214,98.8823785834184,0,10.004,1,44.4580712776628,1.6,1.56,-195.5167410131,9.75106480453415,0.535714841426307,-101.652475070755,-164.25859318832,0,2507.63195363492,
36.822675734292,78.5006345215349,1159.14599999992,10.4580810286442,5.47887388856503,1,12.375,5954.33677378154,51.8342470622934,43.3425780214971,-6.62345025838914,36.2110997679038,44.5041831637353,98.8540233970148,0,10.004,1,44.4580712776628,1.6,1.56,-194.277359656877,9.85614479467054,0.522461719017579,-101.852944010187,-164.194159273818,0,2507.48334974161,
37.2248164195317,78.5214586464718,1159.35899999992,10.6877538912509,5.36424681654958,1,12.375,6019.36412507005,51.7209135172753,43.7201208091702,-6.76890971476651,37.0063419274406,45.4396403312193,98.8262900113303,0,10.004,1,44.4580712776628,1.6,1.56,-193.03908387527,9.9573700640164,0.509038696702297,-102.054937176256,-164.134023668448,0,2507.33789028523,
37.6139465689069,78.5420578078312,1159.57199999992,10.9123709813034,5.2473839237366,1,12.375,6082.28763380502,51.6235091049401,44.0939522426087,-6.91116718237187,37.7840784773093,46.4112539997116,98.7993618397555,0,10.004,1,44.4580712776628,1.6,1.56,-191.801917783452,10.054829680432,0.495454498706436,-102.258362452692,-164.078217934685,0,2507.19563281763,
37.9903155244278,78.5624438632693,1159.78499999992,11.1318441268985,5.12835513503347,1,12.375,6143.1476193351,51.5292989878557,44.4538865265179,-7.05016681900883,38.5440041223443,47.4248355879486,98.7729749610887,0,10.004,1,44.4580712776628,1.6,1.56,-190.565864928979,10.1486069336788,0.481718056031542,-102.463127070363,-164.026771661127,0,2507.05663318099,
38.3541546837772,78.5826279546466,1159.99799999992,11.3460879653317,5.00723224360471,1,12.375,6201.98149935752,51.4382252441279,44.8003073057501,-7.18585456163981,39.2858232942282,48.4662709696152,98.7471452804486,0,10.004,1,44.4580712776628,1.6,1.56,-189.330928295928,10.2387799308836,0.467838457979284,-102.669137649568,-163.97971244901,0,2506.92094543836,
38.7056793112182,78.6026205736034,1160.21099999992,11.5550200517236,4.88408897584084,1,12.375,6258.82408274731,51.3502339902705,45.133573712615,-7.31817819518293,40.009250527612,49.5347624377576,98.7218882735477,0,10.004,1,44.4580712776628,1.6,1.56,-188.097110308976,10.3254221237005,0.45382494581881,-102.876300242604,-163.937065899623,0,2506.78862180482,
39.045090154873,78.6224316197766,1160.42399999992,11.7585609676049,4.75900106838404,1,12.375,6313.70783107611,51.2652749763789,45.454022528535,-7.44708742128228,40.7140108360893,50.6294854556612,98.6972189672766,0,10.004,1,44.4580712776628,1.6,1.56,-186.864412838105,10.408602773499,0.439686889901298,-103.084520376595,-163.898855602636,0,2506.65971257872,
39.372574898367,78.642070452648,1160.63699999992,11.9566344305451,4.63204635935392,1,12.375,6366.66309334737,51.1833012227646,45.7619701153488,-7.57253392773958,41.3998400917868,51.7495875001481,98.6731519199382,0,10.004,1,44.4580712776628,1.6,1.56,-185.632837203365,12.2743223503228,9.94853912584315,-103.293703096559,-163.865103125349,0,2506.53426607226,
39.6883094707765,78.6615459378551,1160.84999999992,12.1491674059398,4.5033048963208,1,12.375,6417.71831781877,51.1042686920578,46.0577141486202,-7.69447145931292,42.0664854124279,52.8941868000285,98.6497012010492,0,10.004,1,44.4580712776628,1.6,1.56,-184.402384180061,7.60141758594963,-25.1262259922204,-103.503753008698,-163.835828002858,0,2506.41232854069,
39.9924592355346,78.6808664886728,1161.06299999992,12.3360902221357,4.37285906407051,1,12.375,6466.90024425194,51.0281359916086,46.3415351807164,-7.81285589062878,42.7137055599508,54.062370933623,98.6268803706117,0,10.004,1,44.4580712776628,1.6,1.56,-182.551959547315,7.85463596955865,1.37247469668392,-103.714574323881,-163.811047729148,0,2506.29394410937,
40.507479226346,78.7000401032656,1161.27599999992,0,7.46135309366848,1,12.375,6550.18051678426,51.1398344112981,47.0410640935493,-8.01537836613872,43.8209172517189,23.9457634939432,100,0,0,1,0,1.56,1.6,-182.551959547315,2.61821452695157,-28.5995511445899,-103.925779776316,-163.793113870485,0,2506.09142163386,
41.0156147287446,78.7189699407832,1161.48899999992,0,7.45641638685303,1,12.375,6632.34754695416,51.4066308946571,47.87965016942,-8.2177332939834,44.9272129427645,24.1180115446166,100,0,0,1,0,1.56,1.6,-182.551959547315,0.872735607530087,-9.6559796056858,-104.136985228751,-163.775180011822,0,2505.88906670602,
41.5171230454533,78.7376652597506,1161.70199999992,0,7.45148376419513,1,12.375,6713.44294138132,51.6699477749804,48.7133363852172,-8.4199225077185,46.0326026573294,24.5179285714971,100,0,0,1,0,1.56,1.6,-182.551958693541,0.290914406275384,-3.25900691102907,-104.348190681186,-163.757246153159,0,2505.68687749228,
42.0122456632595,78.7561347476089,1161.91499999992,0,7.44655518099989,1,12.375,6793.50574920136,51.9299118448764,49.5422907111833,-8.62194771320992,47.1370957215621,24.908654460628,100,0,0,1,0,1.56,1.6,-182.551959547315,0.096968900638024,-1.0996474841485,-104.559396133621,-163.739312294496,0,2505.48485228679,
42.5012095856223,78.7743865689028,1162.12799999992,0,7.44163059568493,1,12.375,6872.57267755241,52.1866422924833,50.3666710112257,-8.82381050081672,48.240700830123,25.290590032088,100,0,0,1,0,1.56,1.6,-182.551959547315,0.0323229668793413,-0.370905798588136,-104.770601586056,-163.721378435832,0,2505.28298949918,
42.9842285240646,78.7924284083581,1162.34099999992,0,7.43670996948353,1,12.375,6950.67828422676,52.4402513270102,51.1866258773324,-9.02551235615159,49.3434261050129,25.664110087469,100,0,0,1,0,1.56,1.6,-182.551959547315,0.010777010686923,-0.125058604023091,-104.981807038491,-163.703444577169,0,2505.08128764385,
43.4615039662409,78.8102675094966,1162.55399999992,0,7.43179326618226,1,12.375,7027.85515038064,52.8945361640098,52.2033250187146,-9.22705466961384,50.4452791476915,26.0295656458682,100,0,0,1,0,1.56,1.6,-182.551959547315,0.00358961932256171,-0.0421916921588531,-105.193012490926,-163.685510718506,0,2504.87974533039,
43.9332261359512,78.8279107093406,1162.76699999992,0,7.4268804518886,1,12.375,7104.13403577133,53.7000049261765,53.5735003726392,-9.42843874485949,51.5462670853832,26.6707609410351,100,0,0,1,0,1.56,1.6,-182.551958693541,0.00119922816799649,-0.0141879692209279,-105.404217943361,-163.667576859843,0,2504.67836125514,
44.3995748581833,78.845364469682,1162.97999999992,0,7.42197149482452,1,12.375,7179.54401863703,54.4962984908079,54.9450304468944,-9.62966580634757,52.6463966123344,27.7764637707825,100,0,0,1,0,1.56,1.6,-182.551959547315,0.0003970251495862,-0.00481308909949174,-105.615423395796,-163.64964300118,0,2504.47713419365,
44.8607203404328,78.8626349053213,1163.19299999992,0,7.41706636514248,1,12.375,7254.11262203877,55.2837074883421,56.3178419960376,-9.83073700608125,53.7456740266679,28.8375033564842,100,0,0,1,0,1.56,1.6,-182.551959547315,0.000132341716528733,-0.00160491517833835,-105.826628848231,-163.631709142516,0,2504.27606299392,
45.3168238800078,78.87972780963,1163.40599999992,0,7.41216503476116,1,12.375,7327.86592823358,56.0625073350124,57.6918655604294,-10.0316534296449,54.8441052633875,29.8567067387535,100,0,0,1,0,1.56,1.6,-182.551959547315,4.69449743901212E-05,-0.000523183524768315,-106.037834300666,-163.613775283853,0,2504.07514657036,
45.7680385057206,78.8966486777392,1163.61899999992,0,7.40726747721824,1,12.375,7400.82868243799,56.8329593285399,59.0670351986377,-10.2324161016233,55.9416959240066,30.8366610878444,100,0,0,1,0,1.56,1.6,-182.551959547315,1.28561091994632E-05,-0.000210968940366521,-106.249039753101,-163.59584142519,0,2503.87438389838,
46.2145095612633,78.9134027276184,1163.83199999992,0,7.40237366753835,1,12.375,7473.02438716162,57.5953116442516,60.4432882437581,-10.4330259904783,57.0384513032068,31.7797389557824,100,0,0,1,0,1.56,1.6,-182.551958693541,7.11643861369783E-06,-3.58753198504857E-05,-106.460245205536,-163.577907566527,0,2503.67377400952,
46.1209293916117,78.9303899077212,1164.04499999992,0,-16.0416151283042,1,12.375,7457.89219390457,57.4355228782097,60.1535456401271,-10.390816915124,56.8076898451847,32.6881203792183,0,100,0,1,0,1.56,1.6,-182.551959547315,-4.200693926779E-07,-4.64598166446362E-05,-106.671450657972,-163.559973707864,0,2503.71598308488,
45.1399228924448,78.9477630723255,1164.25799999992,0,-16.0350496845974,1,12.375,7299.26050957348,55.7604477146941,57.1570317022442,-9.9534861831088,54.4167566984435,33.3550743089146,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.40023130892633E-07,1.68802728946132E-06,-106.882656110407,-163.542039849201,0,2504.15331381689,
44.1370364850548,78.9655498420716,1164.47099999992,0,-16.0284834090376,1,12.375,7137.0907786572,54.0480124614384,54.1708312042941,-9.51612047614624,52.0256323399837,33.879009314207,0,100,0,1,0,1.56,1.6,-182.551959547315,2.48824054942924E-06,1.54739243225242E-05,-107.093861562842,-163.524105990537,0,2504.59067952385,
43.1106946874626,78.9837813206034,1164.68399999992,0,-16.0219159480039,1,12.375,6971.12824100865,52.506652370628,51.4022291123084,-9.07869935419336,49.6342050219387,34.3898115038798,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.63694260921492E-06,-2.36946317570646E-05,-107.305067015277,-163.506172131874,0,2505.02810064581,
42.0591231075451,79.0024927450943,1164.89699999992,0,-16.0153468909979,1,12.375,6801.08597211576,51.9545248412626,49.6210777585786,-8.64119926033413,47.2423459561688,34.8880329687819,0,100,0,1,0,1.56,1.6,-182.551958693541,1.98926738998848E-06,2.02943299860816E-05,-107.516272467712,-163.488238273211,0,2505.46560073967,
40.9803112729748,79.0217243024279,1165.10999999992,0,-16.0087757576712,1,12.375,6626.63887259141,51.3880948195248,47.8211891528481,-8.20359284867199,44.8499056397791,35.3741933745211,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.80326699569517E-06,-2.06511238410585E-05,-107.727477920147,-163.470304414548,0,2505.90320715133,
39.8719659932095,79.0415221658711,1165.32299999992,0,-16.0022019809186,1,12.375,6447.41612666782,51.0582970404964,46.2292212410038,-7.76584812016485,42.4567091306381,35.8487823932564,0,100,0,1,0,1.56,1.6,-182.551959547315,-6.01088998565056E-07,6.35885714794938E-06,-107.938683372582,-163.452370555885,0,2506.34095187984,
38.7314521186199,79.061939829985,1165.53599999992,0,-15.9956248845073,1,12.375,6262.99162277029,51.3437827164146,45.1579526052367,-7.32792729635019,40.0625498899146,36.3122619146755,0,100,0,1,0,1.56,1.6,-182.551959547315,1.96980226619139E-06,1.31857935453257E-05,-108.149888825017,-163.434436697221,0,2506.77887270365,
37.5557162523544,79.0830398562535,1165.74899999992,0,-15.9890436529685,1,12.375,6072.87161749758,51.6380849217279,44.03812078524,-6.88978532908004,37.6671816346416,36.6772881781474,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.43280330104393E-06,-1.68871837994699E-05,-108.361094277452,-163.416502838558,0,2507.21701467092,
36.3411869844458,79.104896195946,1165.96199999992,0,-15.9824572902899,1,12.375,5876.47860317877,51.9763771916579,42.8931276931511,-6.45136789483223,35.2703073724052,36.8948124255634,0,100,0,1,0,1.56,1.6,-182.551958693541,1.69256416536509E-06,1.49744980333661E-05,-108.572299729887,-163.398568979895,0,2507.65543210517,
35.0836421280814,79.1275973432372,1166.17499999992,0,-15.9758645619831,1,12.375,5673.12983958098,52.34759046128,41.7046009614159,-6.01260864291993,32.8715643570162,37.109019837912,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.52521600131936E-06,-1.48435295697149E-05,-108.783505182322,-163.380635121232,0,2508.09419135708,
33.7780284917856,79.1512507147099,1166.38799999992,0,-15.9692639117572,1,12.375,5462.00821053252,52.7845663052113,40.4877699837049,-5.57342533628058,30.4705029897971,37.3200069964856,0,100,0,1,0,1.56,1.6,-182.551959547315,-5.08405333773119E-07,4.50169077299273E-06,-108.994710634757,-163.362701262569,0,2508.53337466372,
32.4182115385684,79.1759888972592,1166.60099999992,0,-15.9626533380777,1,12.375,5242.12174305856,53.4844612810656,39.3730700336438,-5.13371430053726,28.0665564720162,37.5278662611341,0,100,0,1,0,1.56,1.6,-182.551959547315,-1.89695737811627E-06,-5.87791078687535E-06,-109.205916087192,-163.344767403906,0,2508.97308569946,
30.9966182224707,79.2019788481196,1166.81399999992,0,-15.9560302048161,1,12.375,5012.24585298249,54.2161524232379,38.1615151628493,-4.69334220081509,25.6589958478772,37.7326860164463,0,100,0,1,0,1.56,1.6,-182.551959547315,-2.25610417016428E-06,-1.44708869660094E-06,-109.417121539627,-163.326833545242,0,2509.41345779918,
29.5037110350506,79.2294359671296,1167.02699999992,0,-15.9493909383855,1,12.375,4770.83829667013,53.6781195993756,35.9630520189113,-4.25213342793797,23.2468610435293,37.9345509000312,0,100,0,1,0,1.56,1.6,-182.551960401088,-3.60463241972978,-13.7478366865372,-109.628326992062,-163.308899686579,0,2509.85466657206,
27.9271834645765,79.2586466495458,1167.23999999992,0,-15.9427305178099,1,12.375,4515.90907437539,53.0362278397785,33.6342979799538,-3.80984992269511,20.8288505642081,38.1335420144499,0,100,0,1,0,1.56,1.6,-182.551961254862,5.99667947912,34.4205252225073,-109.839532444497,-163.290965827916,0,2510.2969500773,
26.2506705277638,79.2900066155344,1167.45299999992,0,-15.9360415589523,1,12.375,4244.81191936642,53.1551563891117,31.6860718856956,-3.36615720613244,18.4031357782635,38.1564845271537,0,100,0,1,0,1.56,1.6,-184.586700556733,5.57073171544783,-1.42235949878916,-110.050737896932,-163.273031969253,0,2510.74064279387,
24.4515571311528,79.3213665815229,1167.66599999992,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-180.523450778466,16.2100100740652,35.5275456858326,-110.260992349076,-163.247632351985,0,2511.18623662579,
24.4223989460894,79.3527265475115,1167.87899999992,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-176.472482235352,19.713352349057,11.6986461423925,-110.473157179598,-163.237163179972,0,2511.19319794542,
24.4515571311528,79.3840865135,1168.09199999992,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-172.433703193645,20.8385784781038,3.75744682666571,-110.686173864456,-163.241722051251,0,2511.18623662579,
24.4223989460894,79.4154464794885,1168.30499999992,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-168.406962858979,21.1718273178157,1.11281169441612,-110.898979631014,-163.261331612034,0,2511.19319794542,
24.4515571311528,79.4468064454771,1168.51799999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-164.392054233992,21.2420001469567,0.234326832062984,-111.110512758585,-163.295939443751,0,2511.18623662579,
24.4223989460894,79.4781664114656,1168.73099999991,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-160.388717119758,21.225574815621,-0.0548488055077008,-111.319717873723,-163.345418324494,0,2511.19319794542,
24.4515571311528,79.5095263774542,1168.94399999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-156.396641213886,21.1815435926743,-0.147032649406658,-111.525551213861,-163.409566863528,0,2511.18623662579,
24.4223989460894,79.5408863434427,1169.15699999991,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-152.415469263449,21.1297257095415,-0.173034499924977,-111.726985833039,-163.488110505721,0,2511.19319794542,
24.4515571311528,79.5722463094313,1169.36999999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-148.44480023543,21.076871583025,-0.176494808313563,-111.923016723762,-163.580702900877,0,2511.18623662579,
24.4223989460894,79.6036062754198,1169.58299999991,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-144.484192473,21.0253643587745,-0.171997122457948,-112.112665829437,-163.686927631146,0,2511.19319794542,
24.4515571311528,79.6349662414083,1169.79599999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-140.533166810814,20.9761206396596,-0.164438641571665,-112.294986922396,-163.806300287893,0,2511.18623662579,
24.4223989460894,79.6663262073969,1170.00899999991,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-136.591209627792,20.9295576688792,-0.155486868179353,-112.469070323173,-163.938270887668,0,2511.19319794542,
24.4515571311528,79.6976861733854,1170.22199999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-132.657775820141,20.885916043895,-0.145731672127182,-112.634047437499,-164.082226615231,0,2511.18623662579,
24.4223989460894,79.729046139374,1170.43499999991,15.2493876832101,-0.258275020256553,1,12.375,3949.17493769304,52.4689673629574,29.0986901438024,-2.91360205458408,15.9289691273643,99.9999988973083,99.5019923846558,0,3.018,1,24.4515571311528,1.6,1.56,-128.732291682426,20.8453676366967,-0.135402547115332,-112.789095088383,-164.237494879945,0,2511.19319794542,
24.4515571311528,79.7604061053625,1170.64799999991,15.2858222613401,0,1,12.375,3953.8899034069,52.546773326301,29.1766332235341,-2.92056337420573,15.9670273945063,0,2.06634147737865,0,3.018,1,24.4515571311528,1.56,1.6,-124.814157688014,20.8080519343237,-0.124607635609098,-112.933439621678,-164.403346670295,0,2511.18623662579,
