speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
57.8124564349667,25.0767350932863,430.047000000013,15.1674401278719,-0.00149909430891727,1,12.375,9348.44707694037,60.9522319786536,80.0190955003791,-16.3266257543592,89.2593815912666,95.5913232234652,97.5977672112555,0,17.003,1,57.882050448395,1.6,1.56,-125.606549263361,8.76998735812055,-0.0217943327596532,326.009534180696,3.97100167679221,0,2497.78017424564,
57.8123981845291,25.0899986708488,430.260000000013,15.1674095631932,-0.00121993308450985,1,12.375,9348.43765767045,60.9522597582129,80.0190513444943,-16.3265928537467,89.2592017201547,95.5890607748557,97.5977731469546,0,17.003,1,57.882050448395,1.6,1.56,-124.908732517016,8.76727385446555,-0.0214238908718523,325.873702582692,3.79656877682838,0,2497.78020714625,
57.8123507763793,25.1032622617753,430.473000000013,15.1673846876111,-0.000992863138869021,1,12.375,9348.42999163085,60.9522823670991,80.0190154073915,-16.3265660770252,89.2590553289995,95.5872205029521,97.5977779778207,0,17.003,1,57.882050448395,1.6,1.56,-124.211129140845,8.7646070925891,-0.0210548298881874,325.739962801448,3.62043835562301,0,2497.78023392297,
57.8123121890795,25.1165258635784,430.686000000013,15.1673644404419,-0.00080812848079294,1,12.375,9348.4237519491,60.9523007693331,80.0189861567781,-16.3265442824474,89.2589361757484,95.5857233379316,97.5977819098417,0,17.003,1,57.882050448395,1.6,1.56,-123.513735555867,8.76198697458019,-0.0206865465618789,325.608336037941,3.44263687733774,0,2497.78025571755,
57.8122807791971,25.1297894742344,430.899000000013,15.1673479593503,-0.000657812384520401,1,12.375,9348.41867287718,60.952315748666,80.0189623468911,-16.3265265417732,89.2588391856151,95.5845051173692,97.5977851104851,0,17.003,1,57.882050448395,1.6,1.56,-122.816548162716,8.75941346414857,-0.0203185534607251,325.478843158366,3.26319107089435,0,2497.78027345823,
57.8122552102366,25.1430530920966,431.112000000013,15.1673345430578,-0.000535486552625473,1,12.375,9348.41453829982,60.9523279424706,80.0189429646297,-16.3265121001281,89.2587602316216,95.5835137424662,97.5977877159408,0,17.003,1,57.882050448395,1.6,1.56,-122.119563342203,8.75688657329921,-0.0199504685453919,325.351504690825,3.08212792573979,0,2497.78028789987,
57.8122343950633,25.1563167158251,431.325000000013,15.1673236211299,-0.000435928576308532,1,12.375,9348.41117242405,60.9523378692003,80.0189271859123,-16.3265003434818,89.2586959567985,95.5827068879442,97.5977898369881,0,17.003,1,57.882050448395,1.6,1.56,-121.422777455693,8.7544063522279,-0.0195819896996734,325.226340822081,2.89947468757005,0,2497.78029965652,
57.8122174492104,25.169580344329,431.538000000013,15.1673147294758,-0.000354893937976588,1,12.375,9348.40843222897,60.9523459506559,80.0189143402846,-16.3264907722748,89.2586436300023,95.5820501540741,97.5977915637542,0,17.003,1,57.882050448395,1.6,1.56,-120.726186845548,8.75197288201761,-0.0192128725888984,325.103371394355,2.71525885401341,0,2497.78030922773,
57.8122036529874,25.1828439767208,431.751000000013,15.1673074904651,-0.000288931722301854,1,12.375,9348.40620133846,60.952352530057,80.0189038821966,-16.326482980016,89.2586010289032,95.5815155730023,97.5977929695754,0,17.003,1,57.882050448395,1.6,1.56,-120.029787835648,8.74958626633842,-0.0188429385033408,324.982615902184,2.52950817027369,0,2497.78031701998,
57.812192420709,25.1961076122778,431.964000000013,15.167301596782,-0.000235235454619801,1,12.375,9348.40438504545,60.9523578867163,80.0188953676779,-16.3264766359027,89.2585663449681,95.5810803998069,97.5977941141327,0,17.003,1,57.882050448395,1.6,1.56,-119.333576731641,8.7472466278504,-0.0184720372089055,324.86409348933,2.34225062473439,0,2497.7803233641,
57.812183275695,25.2093712504118,432.177000000013,15.1672967983072,-0.000191522238562961,1,12.375,9348.40290626934,60.9523622479618,80.0188884353875,-16.3264714707,89.2585381062613,95.5807261329303,97.5977950459998,0,17.003,1,57.882050448395,1.6,1.56,-118.637549821567,8.74495410249104,-0.0181000636335996,324.747822945752,2.15351444452423,0,2497.7803285293,
57.812175829951,25.2226348906439,432.390000000013,15.1672928914559,-0.00015593473451821,1,12.375,9348.40170227028,60.9523657988276,80.0188827912112,-16.326467265264,89.2585151146999,95.5804377197415,97.5977958047129,0,17.003,1,57.882050448395,1.6,1.56,-117.941703376193,8.74270883637932,-0.0177269371970029,324.633822704623,1.96332809104486,0,2497.78033273474,
57.8121697676473,25.2358985325842,432.603000000013,15.1672897105089,-0.00012696160468054,1,12.375,9348.40072197763,60.9523686899325,80.0188781957378,-16.3264638412103,89.2584963950377,95.580202911771,97.5977964224548,0,17.003,1,57.882050448395,1.6,1.56,-117.246033649422,8.74051098347487,-0.0173525958389032,324.522110839414,1.77172025546151,0,2497.78033615879,
57.8121648316824,25.2491621759154,432.816000000013,15.1672871205627,-0.00010337290684366,1,12.375,9348.39992381735,60.9523710438879,80.0188744540746,-16.326461053325,89.2584811533752,95.5800117411039,97.597796925424,0,17.003,1,57.882050448395,1.6,1.56,-116.550536878787,8.73836070213967,-0.0169770046764875,324.412705061029,1.57871985415716,0,2497.78033894667,
57.8121608127534,25.262425820379,433.029000000013,15.1672850117938,-8.41676017552213E-05,1,12.375,9348.39927394452,60.95237296051,80.0188714075619,-16.3264587833915,89.25846874341,95.5798560949514,97.5977973349482,0,17.003,1,57.882050448395,1.6,1.56,-115.855209285757,8.7362581545659,-0.0166001333688097,324.305622714997,1.38435602415111,0,2497.78034121661,
57.8121575404637,25.2756894657647,433.242000000013,15.1672832947934,-6.85308865094661E-05,1,12.375,9348.39874480549,60.9523745210608,80.0188689270319,-16.3264569351678,89.2584586389766,95.5797293698587,97.5977976683907,0,17.003,1,57.882050448395,1.6,1.56,-115.160047076273,8.73420350399892,-0.0162219735204395,324.200880778725,1.1886581184825,0,2497.78034306483,
57.8121548760862,25.2889531119011,433.455000000013,15.1672818967703,-5.5799502962263E-05,1,12.375,9348.39831396767,60.952375791699,80.0188669073242,-16.3264554302994,89.2584504117028,95.5796261905485,97.5977979398877,0,17.003,1,57.882050448395,1.6,1.56,-114.465046441056,8.73219691428638,-0.0158425203116441,324.098495858812,0.991655701559694,0,2497.7803445697,
57.8121527066751,25.3022167586488,433.668000000013,15.1672807584605,-4.54335230416601E-05,1,12.375,9348.39796316741,60.9523768262884,80.0188652628212,-16.3264542049933,89.2584437128253,95.5795421812569,97.5977981609481,0,17.003,1,57.882050448395,1.6,1.56,-113.770203556086,8.73023854880469,-0.0154617774114491,323.99848418841,0.793378544476102,0,2497.78034579501,
57.8121509402725,25.3154804058942,433.881000000013,15.1672798316131,-3.69933968355556E-05,1,12.375,9348.39767753484,60.9523776686835,80.0188639238153,-16.3264532073107,89.2584382583895,95.5794737797213,97.5977983409424,0,17.003,1,57.882050448395,1.6,1.56,-113.075514583018,8.72832856927772,-0.0150797578258201,323.90086162466,0.59385662029332,0,2497.78034679269,
57.8121495020077,25.3287440535449,434.094000000013,15.1672790769425,-3.0121278538533E-05,1,12.375,9348.39744496311,60.9523783545902,80.0188628335512,-16.3264523949637,89.2584338172029,95.5794180858382,97.5977984874999,0,17.003,1,57.882050448395,1.6,1.56,-112.380975669498,8.72646713555565,-0.0146964763147971,323.805643646174,0.393120099292201,0,2497.78034760504,
57.8121483309205,25.3420077015256,434.307000000013,15.1672784624625,-2.45258308415294E-05,1,12.375,9348.39725559481,60.9523789130802,80.0188619458188,-16.3264517335215,89.2584302010286,95.5793727385124,97.5977986068323,0,17.003,1,57.882050448395,1.6,1.56,-111.686582949621,8.72465440499187,-0.0143119525649705,323.712845350585,0.191199344192743,0,2497.78034826648,
57.8121473773771,25.3552713497749,434.520000000013,15.1672779621296,-1.99698581188665E-05,1,12.375,9348.39710140399,60.9523793678238,80.0188612229935,-16.3264511949502,89.2584272566029,95.5793358154317,97.5977987039972,0,17.003,1,57.882050448395,1.6,1.56,-110.992332544357,8.72289053145931,-0.0139262140339244,323.622481452156,-0.0118750946565491,0,2497.78034880505,
57.8121466009646,25.368534998243,434.733000000013,15.167277554739,-1.62602411551121E-05,1,12.375,9348.39697585578,60.9523797380939,80.0188606344408,-16.3264507564244,89.2584248591361,95.579305751494,97.5977987831127,0,17.003,1,57.882050448395,1.6,1.56,-110.298220561876,8.7211756661429,-0.0135392819275912,323.534566279445,-0.216072484119028,0,2497.78034924358,
57.8121459687783,25.3817986468893,434.946000000013,15.1672772230251,-1.32397443313774E-05,1,12.375,9348.39687362936,60.9523800395828,80.0188601552174,-16.326450399359,89.2584229070219,95.5792812724102,97.5977988475317,0,17.003,1,57.882050448395,1.6,1.56,-109.604243098041,8.71950995611848,-0.0131511886743561,323.449113773038,-0.421361913139219,0,2497.78034960064,
57.8121454540261,25.3950622956805,435.159000000013,15.16727695293,-1.07803463634864E-05,1,12.375,9348.39679039238,60.9523802850675,80.018859765014,-16.3264501086216,89.2584213175299,95.5792613406538,97.5977988999843,0,17.003,1,57.882050448395,1.6,1.56,-108.910396236668,8.71789354492629,-0.0127619621782062,323.366137483341,-0.627712297640311,0,2497.78034989138,
57.8121450348932,25.4083259445899,435.372000000013,15.1672767330072,-8.77781118824391E-06,1,12.375,9348.39672261734,60.9523804849514,80.0188594472939,-16.326449871891,89.2584200232987,95.5792451114615,97.5977989426935,0,17.003,1,57.882050448395,1.6,1.56,-108.216676049992,8.71632657214853,-0.012371633679902,323.285650568429,-0.835092385449109,0,2497.78035012811,
57.8121446936173,25.4215895935955,435.585000000013,15.1672765539367,-7.14726830596825E-06,1,12.375,9348.39666743201,60.9523806477054,80.0188591885927,-16.3264496791348,89.2584189694804,95.5792318970153,97.5977989774691,0,17.003,1,57.882050448395,1.6,1.56,-107.523078599067,8.71480917278822,-0.0119802393266241,323.207665791965,-1.04347076124756,0,2497.78035032087,
57.8121444157357,25.4348532426793,435.798000000013,15.1672764081297,-5.81961441588328E-06,1,12.375,9348.39662249773,60.9523807802268,80.0188589779469,-16.3264495221844,89.2584181114161,95.5792211372796,97.5977990057849,0,17.003,1,57.882050448395,1.6,1.56,-106.829599934093,8.71334147844006,-0.0115878060222341,323.132195521176,-1.25281585155016,0,2497.78035047782,
57.8121441894724,25.4481168918269,436.011000000014,15.1672762894073,-4.73858363889923E-06,1,12.375,9348.39658591028,60.9523808881315,80.01885880643,-16.3264493943886,89.2584174127428,95.5792123762573,97.5977990288408,0,17.003,1,57.882050448395,1.6,1.56,-106.13623609489,8.71192361554503,-0.0111943744522024,323.059251724895,-1.46309592970644,0,2497.78035060561,
57.812144005239,25.4613805410264,436.224000000014,15.1672761927383,-3.85836285620409E-06,1,12.375,9348.39655611917,60.9523809759922,80.0188586667734,-16.3264492903316,89.2584168438523,95.579205242664,97.597799047614,0,17.003,1,57.882050448395,1.6,1.56,-105.442983111104,8.71055570685867,-0.010799973710643,322.988845971662,-1.67427912092765,0,2497.78035070967,
57.8121438552279,25.4746441902681,436.437000000014,15.1672761140262,-3.14164953221652E-06,1,12.375,9348.39653186194,60.9523810475323,80.0188585530588,-16.3264492056038,89.2584163806365,95.5791994341881,97.5977990628999,0,17.003,1,57.882050448395,1.6,1.56,-104.749837002754,8.70923787048676,-0.0104046405056522,322.920989427894,-1.88633340733699,0,2497.7803507944,
57.8121437330822,25.4879078395443,436.650000000014,15.1672760499353,-2.55807056098121E-06,1,12.375,9348.39651211062,60.9523811057834,80.0188584604673,-16.3264491366146,89.2584160034656,95.5791947046759,97.5977990753464,0,17.003,1,57.882050448395,1.6,1.56,-104.056793780558,10.1710667247631,11.5414963453197,322.855692856115,-2.09922663304249,0,2497.78035086339,
57.8121436336258,25.5011714888485,436.863000000014,15.1672759977496,-2.08289511251347E-06,1,12.375,9348.39649602822,60.952381153214,80.0188583850752,-16.3264490804406,89.2584156963563,95.5791908537008,97.5977990854809,0,17.003,1,57.882050448395,1.6,1.56,-103.363849446235,6.29279264781619,-30.619922338869,322.792966613248,-2.31292650923173,0,2497.78035091956,
57.8121435526439,25.5144351381756,437.076000000014,15.1672759552577,-1.69598637196796E-06,1,12.375,9348.3964829332,60.9523811918342,80.0188583236876,-16.3264490347012,89.2584154462941,95.5791877180676,97.5977990937329,0,17.003,1,57.882050448395,1.6,1.56,-102.321692011464,6.46273370732007,1.3417262246041,322.732820648979,-2.52740061928763,0,2497.7803509653,
58.1585074386507,25.5276987875212,437.289000000014,0,7.25382495047073,1,12.375,9404.40455900138,60.7872006964009,80.2801172922697,-16.5226649771696,90.3311486580783,36.5451709166357,100,0,0,1,0,1.56,1.6,-102.321692011464,2.15424456910669,-34.016575358195,322.676831562036,-2.74199012842417,0,2497.58413502283,
58.5025815262601,25.540883444999,437.502000000014,0,7.24904197229487,1,12.375,9460.04236782173,60.6231122029025,80.5370764100082,-16.7187442036918,91.4031344293941,36.3777398346371,100,0,0,1,0,1.56,1.6,-102.321692011464,0.718081523035563,-11.406791776688,322.620842475092,-2.95657963756073,0,2497.38805579631,
58.8444064636552,25.5539905589074,437.715000000014,0,7.24426232671971,1,12.375,9515.31648232698,60.4214636685829,80.7381938767812,-16.9146869911085,92.4743742737576,36.210541899171,100,0,0,1,0,1.56,1.6,-102.321692011464,0.239360507678521,-3.82475866534631,322.564853388149,-3.17116914669727,0,2497.19211300889,
59.1840216885099,25.5670215340855,437.928000000014,0,7.23948600699695,1,12.375,9570.23327970694,60.1209853419392,80.8003356037125,-17.1104936093821,93.5448696670825,36.0026747006972,100,0,0,1,0,1.56,1.6,-102.321692011464,0.0797868358928403,-1.28236878702524,322.508864301206,-3.38575865583382,0,2496.99630639062,
59.5214654780756,25.5799777337172,438.141000000014,0,7.23471300654596,1,12.375,9624.79894950764,59.8224282166854,80.8574897558317,-17.3061643219179,94.614622049433,35.6878659927165,100,0,0,1,0,1.56,1.6,-102.321692011464,0.0265956119642801,-0.429923287899058,322.452875214262,-3.60034816497037,0,2496.80063567808,
59.8567749966296,25.5928604810393,438.354000000014,0,7.22994331894596,1,12.375,9679.01950130382,59.5257594113163,80.9097502051136,-17.501699385866,95.6836328266753,35.3719667997374,100,0,0,1,0,1.56,1.6,-102.321692011464,0.00886520398809337,-0.144124846587733,322.396886127319,-3.81493767410692,0,2496.60510061413,
60.1899863404539,25.6056710609619,438.567000000014,0,7.22517693792863,1,12.375,9732.90077197222,59.230946989247,80.9572081200831,-17.6970990524057,96.7519033720339,35.0549554321545,100,0,0,1,0,1.56,1.6,-102.321692011464,0.00295506799603112,-0.0483122542113445,322.340897040376,-4.02952718324347,0,2496.40970094759,
60.5211345804993,25.6184107216035,438.780000000014,0,7.2204138573712,1,12.375,9786.44843259045,58.9379599210659,80.9999520736893,-17.8923635670145,97.8194350275593,34.7368103154407,100,0,0,1,0,1.56,1.6,-102.321692011464,0.000985022665343708,-0.0161937331305777,322.284907953432,-4.24411669238002,0,2496.21443643299,
60.8502538028797,25.6310806757495,438.993000000014,0,7.21565407128988,1,12.375,9839.66799498507,58.6467680487066,81.0380681456987,-18.0874931697209,98.8862291055134,34.41750997723,100,0,0,1,0,1.56,1.6,-102.321692011464,0.000328340888447903,-0.00542760881969541,322.228918866489,-4.45870620151657,0,2496.01930683028,
61.1773771473295,25.6436821022363,439.206000000014,0,7.21089757383372,1,12.375,9892.56481795022,58.3573420514227,81.0716400199433,-18.2824880953441,99.9522868896775,34.0970330349244,100,0,0,1,0,1.56,1.6,-102.321692011464,0.000109446962815968,-0.00181904154369919,322.172929779545,-4.67329571065312,0,2495.82431190466,
61.5025368437479,25.6562161472666,439.419000000014,0,7.20614435927874,1,12.375,9945.14411315697,58.0696534134543,81.100749076737,-18.4773485737202,101.017609636589,33.7753581837882,100,0,0,1,0,1.56,1.6,-102.321692011464,3.64823209386558E-05,-0.000609606827749333,322.116940692602,-4.88788521978967,0,2495.62945142628,
61.8257642469461,25.66868392566,439.632000000014,0,7.20139442202243,1,12.375,9997.41095077204,57.7836743932854,81.1254744807512,-18.6720748299157,102.08219857671,33.4524641854975,100,0,0,1,0,1.56,1.6,-102.321692011464,1.21607736462186E-05,-0.00020428230244634,322.060951605659,-5.10247472892622,0,2495.43472517008,
62.1470898697031,25.6810865220426,439.845000000014,0,7.19664775657857,1,12.375,10049.3702648031,57.4071307970407,81.0157095740857,-18.86666708443,103.146054915535,33.1283298571126,100,0,0,1,0,1.56,1.6,-102.321692011464,4.05359121540621E-06,-6.84519702710693E-05,322.004962518715,-5.31706423806277,0,2495.24013291557,
62.4665434142313,25.6934249919791,440.058000000014,0,7.19190435757223,1,12.375,10101.0268581866,57.0279715906688,80.8943148915298,-19.0611255533869,104.209179834635,32.694955471073,100,0,0,1,0,1.56,1.6,-102.321692011464,1.35119707180207E-06,-2.29359113740058E-05,321.948973431772,-5.53165374719932,0,2495.04567444661,
62.784153802143,25.7057003630512,440.271000000014,0,7.18716421973515,1,12.375,10152.3854076338,56.6510000256987,80.7681671358415,-19.2554504487166,105.271574492654,32.2527476451923,100,0,0,1,0,1.56,1.6,-102.321692011464,4.50399023934023E-07,-7.68460280598354E-06,321.892984344829,-5.74624325633587,0,2494.85134955128,
63.099949203005,25.7179136358846,440.484000000014,0,7.18242733790131,1,12.375,10203.4504682478,56.2761826676896,80.6373490663747,-19.4496419783269,106.333240026247,31.8072500788968,100,0,0,1,0,1.56,1.6,-102.321692011464,1.50133007978008E-07,-2.5745583588101E-06,321.836995257885,-5.96083276547242,0,2494.65715802167,
63.4139570615623,25.7300657851286,440.697000000014,0,7.17769370700272,1,12.375,10254.2264779261,55.9034869424914,80.5019413048032,-19.643700346267,107.394177550973,31.3584078409822,100,0,0,1,0,1.56,1.6,-102.321692011464,5.00443359926692E-08,-8.62502674231282E-07,321.781006170942,-6.17542227460897,0,2494.46309965373,
63.7262041237046,25.7421577603897,440.910000000014,0,7.17296332206547,1,12.375,10304.7177615589,55.5328811054246,80.3620224116129,-19.8376257528822,108.454388162139,30.9061652894652,100,0,0,1,0,1.56,1.6,-102.321692011464,1.66814453308897E-08,-2.88931598413925E-07,321.725017083998,-6.39001178374551,0,2494.26917424712,
64.0367164612479,25.7541904871235,441.123000000014,0,7.16823617820592,1,12.375,10354.9285350369,55.1643342118677,80.2176689591026,-20.0314183949609,109.513872935609,30.4504660454094,100,0,0,1,0,1.56,1.6,-102.321692011464,5.56048177696324E-09,-9.67847609133279E-08,321.669027997055,-6.60460129288207,0,2494.07538160504,
64.3455194955944,25.7661648674848,441.336000000014,0,7.16351227062714,1,12.375,10404.8629090767,54.7978160891749,80.0689556010899,-20.2250784658742,110.572632928562,29.9912529665018,100,0,0,1,0,1.56,1.6,-102.321692011464,1.85349392565442E-09,-3.24187847976707E-08,321.613038910112,-6.81919080201861,0,2493.88172153413,
64.6526380203343,25.7780817811411,441.549000000014,0,7.15879159461548,1,12.375,10454.5248928762,54.43329730985,79.9159551394991,-20.4186061557089,111.630669180225,29.528468120346,100,0,0,1,0,1.56,1.6,-102.321692011464,6.17831308551472E-10,-1.0858372428076E-08,321.557049823168,-7.03378031115516,0,2493.68819384429,
64.9580962228451,25.7899420860487,441.762000000014,0,7.15407414553739,1,12.375,10503.9183976064,54.082397215084,79.7759204048525,-20.6120016513936,112.687982712553,29.0620527574396,100,0,0,1,0,1.56,1.6,-102.321692011464,2.05943769517157E-10,-3.63673299806803E-09,321.501060736225,-7.24836982029171,0,2493.49479834861,
65.261917704944,25.8017466191953,441.975000000014,0,7.14935991883627,1,12.375,10553.047239752,53.8678348536978,79.8310704998689,-20.8052651368188,113.744574530898,28.6073268629671,100,0,0,1,0,1.56,1.6,-102.321692011464,6.86479231723857E-11,-1.21797170880586E-09,321.445071649282,-7.46295932942826,0,2493.30153486318,
65.564125502642,25.8134961973101,442.188000000014,0,7.14464891002959,1,12.375,10601.9151443046,53.6544120955194,79.8829905888109,-20.9983967929515,114.800445624623,28.3285163440962,100,0,0,1,0,1.56,1.6,-102.321692011464,2.28826410574619E-11,-4.07889465409359E-10,321.389082562338,-7.67754883856481,0,2493.10840320705,
65.864742105048,25.8251916175437,442.401000000014,0,7.13994111470608,1,12.375,10650.5257478206,53.4421130584713,79.931731133346,-21.1913967979438,115.855596967706,28.0490003131899,100,0,0,1,0,1.56,1.6,-102.321692011464,7.62754701915397E-12,-1.36592758542648E-10,321.333093475395,-7.89213834770136,0,2492.91540320206,
66.1637894724671,25.836833658118,442.614000000014,0,7.13523652852309,1,12.375,10698.8826013468,53.2309222339235,79.9773414037451,-21.3842653272372,116.910029519303,27.768766738335,100,0,0,1,0,1.56,1.6,-102.321692011464,2.54251567305132E-12,-4.57396823128326E-11,321.277104388451,-8.10672785683791,0,2492.72253467276,
66.461289053735,25.8484230789494,442.827000000014,0,7.13053514720404,1,12.375,10746.9891732241,53.0208244744522,80.0198695179026,-21.577002553661,117.963744224291,27.4878036606654,100,0,0,1,0,1.56,1.6,-102.321692011464,8.47505224350441E-13,-1.53157851194352E-11,321.221115301508,-8.32131736597446,0,2492.52979744634,
66.7572618028263,25.8599606222459,443.040000000014,0,7.12583696653603,1,12.375,10794.848851773,52.8118049821099,80.0593624787268,-21.7696086475269,119.016742013782,27.2060991892911,100,0,0,1,0,1.56,1.6,-102.321692011464,2.82501741450147E-13,-5.12821706063888E-12,321.165126214565,-8.53590687511101,0,2492.33719135247,
67.0517281947755,25.8714470130788,443.253000000014,0,7.12114198236752,1,12.375,10842.4649478676,52.6038492971827,80.0958662099805,-21.9620837767194,120.069023805617,26.9236414964072,100,0,0,1,0,1.56,1.6,-102.321692011464,9.4167247150049E-14,-1.71701820098613E-12,321.109137127621,-8.75049638424756,0,2492.14471622328,
66.3978339024835,25.8831152320857,443.466000000014,0,-16.2088853773362,1,12.375,10736.7282855225,53.0656372605679,80.0110366546262,-21.535820134274,117.738595602511,26.6404188125741,0,100,0,1,0,1.56,1.6,-102.321692011464,3.13890823833497E-14,-5.63420521789666E-13,321.053148040678,-8.96508589338411,0,2492.57097986573,
65.716970134497,25.8949068607054,443.679000000014,0,-16.2022912914091,1,12.375,10626.6305783132,53.5464713899792,79.9081342992222,-21.0964148241423,115.336320518831,26.3564194221586,0,100,0,1,0,1.56,1.6,-102.321692011464,1.04630274611166E-14,-1.85841279246817E-13,320.997158953735,-9.17967540252066,0,2493.01038517586,
65.0291850883933,25.906825861207,443.892000000014,0,-16.195699149666,1,12.375,10515.4136797363,54.0321934087076,79.7890898778804,-20.6571410778315,112.934764708408,26.0716316589273,0,100,0,1,0,1.56,1.6,-102.321692011464,3.48767582037219E-15,-6.12850981582067E-14,320.941169866791,-9.39426491165721,0,2493.44965892217,
64.3342535217504,25.9188764135981,444.105000000014,0,-16.1891089193689,1,12.375,10403.0411674185,54.8111876662786,80.0744714139621,-20.2179968459046,110.533916966755,25.7860439017857,0,100,0,1,0,1.56,1.6,-102.321692011464,1.16255860679073E-15,-2.02053563462478E-14,320.885180779848,-9.60885442079375,0,2493.8888031541,
63.6319377830389,25.931062932788,444.318000000014,0,-16.1825205656281,1,12.375,10289.4746123971,55.6447657644825,80.4048172794351,-19.7789799474847,108.133765370788,25.5735048999385,0,100,0,1,0,1.56,1.6,-102.321692011464,3.8751953559691E-16,-6.65997406468202E-15,320.829191692904,-9.82344392993031,0,2494.32782005252,
62.9219868323477,25.9433900875346,444.531000000014,0,-16.1759340512023,1,12.375,10174.6734207676,56.4874060908704,80.7117309960877,-19.3400880583405,105.734297213691,25.3997146459124,0,100,0,1,0,1.56,1.6,-102.321692011464,1.29173178532303E-16,-2.19466436529713E-15,320.773202605961,-10.0380334390669,0,2494.76671194166,
62.2041351603559,25.9558628214047,444.744000000014,0,-16.1693493362752,1,12.375,10058.5946588791,57.3394237782842,80.994435400336,-18.9013186975907,103.335498932223,25.2259567530497,0,100,0,1,0,1.56,1.6,-102.321692011464,4.30577261774344E-17,-7.23016234976114E-16,320.717213519018,-10.2526229482034,0,2495.20548130241,
61.4781015923092,25.9684863760173,444.957000000014,0,-16.1627663782055,1,12.375,9941.1928599328,58.0912727724408,81.0987092124955,-18.4626692128289,100.9373560254,25.0522265076484,0,100,0,1,0,1.56,1.6,-102.321692011464,1.43525753924781E-17,-2.38125983775671E-16,320.661224432074,-10.46721245734,0,2495.64413078717,
60.7435879616712,25.9812663168812,445.170000000014,0,-16.1561851312447,1,12.375,9822.41980950836,58.7411418315371,81.0261916540407,-18.0241367634393,98.5398529632769,24.878519282332,0,100,0,1,0,1.56,1.6,-102.321692011464,1.43569453023277,11.7641842974027,320.605235345131,-10.6818019664765,0,2496.08266323656,
60.0002776356436,25.9942085621903,445.383000000014,0,-16.1496055462198,1,12.375,9702.22430713545,59.3987938641789,80.9307356533073,-17.5857183018332,96.1429730843646,24.7048305333464,0,100,0,1,0,1.56,1.6,-102.321692011464,-2.36736191282756,-30.7717192738058,320.549246258188,-10.8963914756131,0,2496.52108169817,
59.2478338717974,26.0073194150021,445.596000000015,0,-16.1430275701738,1,12.375,9580.55190055638,60.0645268069547,80.8114945338073,-17.1474105522843,93.7466984799227,24.5311557979598,0,100,0,1,0,1.56,1.6,-101.98287477743,-2.19971775618581,1.33901701764242,320.493257171244,-11.1109809847496,0,2496.95938944772,
58.4858979815253,26.0204302678138,445.809000000015,-15.2018894975039,0,1,12.375,9457.3445887508,60.6310685641059,80.5246760674365,-16.7092099869871,91.3510098630676,0,3.82291444150201,0,-17.362,1,58.4858979815253,1.56,1.6,-102.654500260084,-6.42457158746214,-33.7449946986226,320.43879237447,-11.324898841384,0,2497.39759001301,
58.459874966875,26.0335411206256,446.022000000015,-15.1883644941497,-0.551345918105309,1,12.375,9453.13658946755,60.6434789065991,80.5053219616468,-16.6943439322669,91.2697355770646,99.9999990495841,97.5311567590339,0,-17.362,1,58.4858979815253,1.6,1.56,-103.326211855688,-7.83310871936374,-11.2503485202169,320.381831271686,-11.5381356632655,0,2497.41245606773,
58.4494320250831,26.0466578096441,446.235000000015,-15.1829386515624,-0.221154680142181,1,12.375,9451.44793455322,60.6484591322191,80.4975511048892,-16.6883800984184,91.2371306696426,97.3016912635568,97.53224138046,0,-17.362,1,58.4858979815253,1.6,1.56,-103.998013257728,-8.30177755829496,-3.74171301735733,320.322382362808,-11.7506610268801,0,2497.41841990158,
58.4418536957945,26.0597768421724,446.448000000015,-15.179001783556,-0.160460877318149,1,12.375,9450.22249604645,60.6520732277904,80.4919103996521,-16.6840528761858,91.2134732902002,96.8065282986228,97.5330282682576,0,-17.362,1,58.4858979815253,1.6,1.56,-104.669908152416,-8.45803507946105,-1.24729085904554,320.26045451852,-11.9624446147456,0,2497.42274712381,
58.4361027189491,26.0728975758848,446.661000000015,-15.1760145479644,-0.121753371662411,1,12.375,9449.29254589392,60.6548158613123,80.4876289999999,-16.6807694457419,91.1955224303388,96.4908967064093,97.5336252969007,0,-17.362,1,58.4858979815253,1.6,1.56,-105.341900218464,-8.5103883416466,-0.417844071525917,320.196056978953,-12.17345621993,0,2497.42603055426,
